ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,yhat_pct
2099-01-01,13243.358617884913,13376.322309525525,14624.843239286782,13176.067707257944,13316.38371526142,770.6374492963638,770.6374492963638,770.6374492963638,770.6374492963638,770.6374492963638,770.6374492963638,0.0,0.0,0.0,14013.996067181277,23.190792193080835
2100-01-01,13355.219292186752,13568.11814194058,14774.90017883362,13286.828338894053,13429.896579752505,809.7044684284156,809.7044684284156,809.7044684284156,809.7044684284156,809.7044684284156,809.7044684284156,0.0,0.0,0.0,14164.923760615167,23.258340030502374
2101-01-01,13467.079966488589,13704.887712320387,14921.81630364322,13397.17289077264,13543.212712634242,869.4010919431711,869.4010919431711,869.4010919431711,869.4010919431711,869.4010919431711,869.4010919431711,0.0,0.0,0.0,14336.48105843176,23.358457676482473
2102-01-01,13578.940640790432,13908.96167365057,15115.858822218503,13507.923399226607,13656.183446639783,949.6387300046098,949.6387300046098,949.6387300046098,949.6387300046098,949.6387300046098,949.6387300046098,0.0,0.0,0.0,14528.579370795042,23.490253992713313
2103-01-01,13690.801315092269,14109.765842583776,15367.271478216222,13618.3930479112,13769.325760117605,1050.2922106183205,1050.2922106183205,1050.2922106183205,1050.2922106183205,1050.2922106183205,1050.2922106183205,0.0,0.0,0.0,14741.093525710588,23.652806220153558
2104-01-01,13802.661989394106,14419.419181698033,15607.344347037613,13729.092887744893,13882.40799229893,1171.199982024585,1171.199982024585,1171.199982024585,1171.199982024585,1171.199982024585,1171.199982024585,0.0,0.0,0.0,14973.861971418692,23.845161493265994
2105-01-01,13914.829131296774,14170.49411914966,15408.128106395392,13840.577989496,13996.209163871352,869.4010919441173,869.4010919441173,869.4010919441173,869.4010919441173,869.4010919441173,869.4010919441173,0.0,0.0,0.0,14784.230223240891,23.36701912571835
2106-01-01,14026.689805598611,14383.062986278364,15595.738151490523,13951.691497377098,14108.987354628654,949.6387300044655,949.6387300044655,949.6387300044655,949.6387300044655,949.6387300044655,949.6387300044655,0.0,0.0,0.0,14976.328535603077,
2107-01-01,14138.55047990045,14560.284692924204,15798.077949770139,14062.443574676498,14222.217792262221,1050.2922106176914,1050.2922106176914,1050.2922106176914,1050.2922106176914,1050.2922106176914,1050.2922106176914,0.0,0.0,0.0,15188.842690518142,
2108-01-01,14250.41115420229,14830.390192524525,16039.589703270383,14172.446920500892,14335.922143312147,1171.1999820278825,1171.1999820278825,1171.1999820278825,1171.1999820278825,1171.1999820278825,1171.1999820278825,0.0,0.0,0.0,15421.61113623017,
2109-01-01,14362.578296104955,14628.059423458777,15898.07514396622,14283.644156256332,14449.713022774475,869.4010919427227,869.4010919427227,869.4010919427227,869.4010919427227,869.4010919427227,869.4010919427227,0.0,0.0,0.0,15231.979388047677,
2110-01-01,14474.438970406793,14804.256475919732,16061.934332183142,14394.451979998134,14563.542312483887,949.6387300038377,949.6387300038377,949.6387300038377,949.6387300038377,949.6387300038377,949.6387300038377,0.0,0.0,0.0,15424.077700410631,
2111-01-01,14586.299644708635,15012.280629663142,16284.054714348009,14505.012595395589,14676.851151847219,1050.2922106204535,1050.2922106204535,1050.2922106204535,1050.2922106204535,1050.2922106204535,1050.2922106204535,0.0,0.0,0.0,15636.591855329089,
2112-01-01,14698.160319010472,15283.68711562983,16469.338860661257,14615.79864051046,14789.797983907869,1171.1999820247047,1171.1999820247047,1171.1999820247047,1171.1999820247047,1171.1999820247047,1171.1999820247047,0.0,0.0,0.0,15869.360301035176,
2113-01-01,14810.327460913139,15046.215997600553,16274.738461014338,14726.480651097514,14903.398297408472,869.4010919435962,869.4010919435962,869.4010919435962,869.4010919435962,869.4010919435962,869.4010919435962,0.0,0.0,0.0,15679.728552856735,
2114-01-01,14922.188135214978,15239.039148483742,16474.595765039307,14836.666307001906,15016.76389479521,949.6387300051907,949.6387300051907,949.6387300051907,949.6387300051907,949.6387300051907,949.6387300051907,0.0,0.0,0.0,15871.826865220168,
2115-01-01,15034.048809516817,15482.816453173235,16717.499265972692,14946.901503061725,15130.229870774067,1050.2922106169792,1050.2922106169792,1050.2922106169792,1050.2922106169792,1050.2922106169792,1050.2922106169792,0.0,0.0,0.0,16084.341020133796,
2116-01-01,15145.909483818654,15706.004572281552,16956.03105180632,15058.086404497411,15243.13593695666,1171.199982026406,1171.199982026406,1171.199982026406,1171.199982026406,1171.199982026406,1171.199982026406,0.0,0.0,0.0,16317.10946584506,
2117-01-01,15258.07662572132,15545.65242024797,16804.050787981818,15169.705372576009,15356.395348110082,869.4010919423692,869.4010919423692,869.4010919423692,869.4010919423692,869.4010919423692,869.4010919423692,0.0,0.0,0.0,16127.477717663689,
